06-12-21,12,0,12
07-12-21,8.3,0,20.3
08-12-21,2,0,22.3
09-12-21,1,0,23.3
10-12-21,0.8,0,24.1
11-12-21,0.6,0,24.7
12-12-21,1.1,0,25.8
